topology,tm_index,action,selected_K,k_paths,our_method_MLU,path_LP_opt_MLU,strict_full_mcf_MLU,path_LP_PR,strict_full_mcf_PR,DB,decision_ms,mcf_status,condition_compliant
abilene,2016,EMERGENCY,50,8,0.0397474184271789,0.03972998922540536,0.03972998922540536,0.9995615010367158,0.9995615010367158,0.0904862382108881,19.9,Optimal,True
abilene,2017,EMERGENCY,50,8,0.039836828891308,0.039836828891308074,0.039836828891308074,1.0,1.0,0.0120729266067018,19.5,Optimal,True
abilene,2018,EMERGENCY,50,8,0.0463151727938243,0.04631517279382435,0.04631517279382435,1.0,1.0,0.0417616148435856,20.8,Optimal,True
abilene,2019,EMERGENCY,50,8,0.0399796974349526,0.039979697434952666,0.039979697434952666,1.0,1.0,0.0235873178571008,19.9,Optimal,True
abilene,2020,EMERGENCY,50,8,0.0409902211872019,0.04099022118720196,0.04099022118720196,1.0,1.0,0.0024771870479209,19.2,Optimal,True
abilene,2021,EMERGENCY,50,8,0.0408264836206311,0.04082648362063112,0.04082648362063112,1.0,1.0,0.0026971007961117,19.8,Optimal,True
abilene,2022,EMERGENCY,50,8,0.0559500954955095,0.055950095495509534,0.05595009549550953,1.0,1.0,0.0381923687984559,21.0,Optimal,True
abilene,2023,EMERGENCY,50,8,0.0514255852919192,0.05142558529191921,0.05142558529191921,1.0,1.0,0.0029898590731636,22.7,Optimal,True
abilene,2024,KEEP_PREVIOUS_ROUTING,0,8,0.1260960179479302,0.1131770696265683,0.1131770696265683,0.8975467383379495,0.8975467383379495,0.0,0.7,Optimal,True
abilene,2025,KEEP_PREVIOUS_ROUTING,0,8,0.0603532981837357,0.05756715206098893,0.05756715206098893,0.9538360585652701,0.9538360585652701,0.0,0.7,Optimal,True
abilene,2026,EMERGENCY,50,8,0.0405435898992163,0.03959171859126899,0.03959171859126898,0.9765222736735085,0.9765222736735083,0.0586222972864117,20.2,Optimal,True
abilene,2027,EMERGENCY,50,8,0.0399975761200391,0.039997576120039145,0.039997576120039145,1.0,1.0,0.0284301973434328,21.5,Optimal,True
abilene,2028,KEEP_PREVIOUS_ROUTING,0,8,0.1109172984465514,0.0948786226747137,0.0948786226747137,0.8553996897105605,0.8553996897105605,0.0,0.7,Optimal,True
abilene,2029,KEEP_PREVIOUS_ROUTING,0,8,0.1070575988919031,0.09251698506695609,0.09251698506695609,0.8641795260173099,0.8641795260173099,0.0,0.7,Optimal,True
abilene,2030,KEEP_PREVIOUS_ROUTING,0,8,0.1067243678406768,0.09214867102883516,0.09214867102883516,0.8634267214999958,0.8634267214999958,0.0,0.7,Optimal,True
abilene,2031,KEEP_PREVIOUS_ROUTING,0,8,0.0996563639404144,0.08756079533167424,0.08756079533167424,0.8786272333197684,0.8786272333197684,0.0,0.7,Optimal,True
abilene,2032,KEEP_PREVIOUS_ROUTING,0,8,0.0747461932155761,0.06758756715684168,0.06758756715684168,0.9042275499156436,0.9042275499156436,0.0,0.7,Optimal,True
abilene,2033,KEEP_PREVIOUS_ROUTING,0,8,0.0675517028827126,0.05943216105637651,0.05943216105637651,0.8798025589312866,0.8798025589312866,0.0,0.7,Optimal,True
abilene,2034,EMERGENCY,50,8,0.055604101739253,0.05560410173925301,0.05560410173925301,1.0,1.0,0.0235095129486575,71.2,Optimal,True
abilene,2035,EMERGENCY,50,8,0.050444055341124,0.050444055341124054,0.050444055341124054,1.0,1.0,0.0042076544169129,22.6,Optimal,True
abilene,2036,KEEP_PREVIOUS_ROUTING,0,8,0.098505756120285,0.08933487635766788,0.08933487635766788,0.9069000622520109,0.9069000622520109,0.0,0.7,Optimal,True
abilene,2037,EMERGENCY,50,8,0.0428038470947774,0.04175238827573917,0.04175238827573917,0.9754354131601755,0.9754354131601755,0.0224217809172712,20.2,Optimal,True
abilene,2038,KEEP_PREVIOUS_ROUTING,0,8,0.1304981237516264,0.084171026278167,0.084171026278167,0.6449979804948573,0.6449979804948573,0.0,0.7,Optimal,True
