tm_index,action,selected_K,PR,DB,decision_ms
876,K200,200,0.9999521196374491,0.0010809082849527606,63.6
877,K200,200,0.9999582010764939,0.0011861994383720932,61.3
878,K200,200,0.9999565129789316,0.0019647829531180476,63.7
879,K200,200,0.9999542865885217,0.0019249527852278426,62.5
880,K200,200,0.9997239724672581,0.0013025094548711964,63.0
881,K200,200,0.9996814881428443,0.002765045580808266,62.8
882,K200,200,0.9998204721327688,0.0042833517859011865,124.2
883,K200,200,0.9998539459011029,0.0037953110488954914,66.5
884,K200,200,0.9997095044794413,0.00595883544180822,63.3
885,K200,200,0.9999281696074442,0.004688325835360107,61.9
886,K200,200,0.999907665414757,0.0026951394165206405,63.4
887,K200,200,0.9998165263769706,0.0014106329645178735,61.3
888,K200,200,0.9997374282319051,0.002030851560045004,62.4
889,K200,200,0.9997769423761305,0.0008480045976830002,61.6
890,K200,200,0.9998283449283007,0.001364620384410007,62.4
891,K200,200,0.9998513933638263,0.0018861205035471179,63.7
892,K200,200,0.9997906706405458,0.002057253066926787,62.9
893,K200,200,0.9998364468798461,0.0030329659264010174,61.2
894,K200,200,0.9998984542948581,0.004176737262416654,123.0
895,K200,200,0.9998176173751866,0.0009776085068290985,62.6
896,K200,200,0.999746162745397,0.002584802220588857,61.8
897,K200,200,0.9997700370730059,0.0029889097180933227,61.3
898,K200,200,0.9997215867326267,0.0007361990242950562,60.3
899,K200,200,0.9998455193898872,0.0030976818726263433,61.1
900,K200,200,0.9997887087915729,0.002403002488551765,61.1
901,K200,200,0.9998935858503137,0.000950358855554038,61.3
902,K200,200,0.9998745413295471,0.00371598004051201,63.0
903,K200,200,0.9999742085187331,0.0019536356332890865,65.1
904,K200,200,0.9999357592773207,0.004476491408727306,120.2
905,K200,200,0.9998576490736578,0.0026010026798450017,60.4
906,K200,200,0.9999060772233885,0.0014340080645506915,61.4
907,K200,200,0.999879069546313,0.0016427133096357039,61.1
908,K200,200,0.9998699069092944,0.0005440941897174988,62.5
909,K200,200,0.9998955644782148,0.0013692576062257916,64.0
910,K200,200,0.9999113100737482,0.0017276303070368631,59.9
911,K200,200,0.9998668195476983,0.001117752760718488,60.7
912,K200,200,0.9998003214188298,0.0016899929962997202,59.1
