tm_index,action,selected_K,PR,DB,decision_ms
1136,K200,200,0.9999326081365061,0.0010358759636294472,62.3
1137,K200,200,0.9998945424679029,0.00025451755225041863,64.0
1138,K200,200,0.9998127643695263,0.008312997113607676,63.2
1139,K200,200,0.9998052221267145,0.00033390776354557994,120.4
1140,K200,200,0.9998629344511052,0.001532352193122414,67.7
1141,K200,200,0.9998675429801865,0.0026384321935323043,65.1
1142,K200,200,0.9998183901549074,0.0019709595748584677,64.6
1143,K200,200,0.9998621629172016,0.0017318105919655743,62.2
1144,K200,200,0.9997681216687642,0.0008787531029072426,62.7
1145,K200,200,0.9997397496709914,0.0014064830229794346,62.9
1146,K200,200,0.9996746642590792,0.00119269613714011,62.8
1147,K200,200,0.9998150144386051,0.0016793816566917207,63.9
1148,K200,200,0.9996769286626355,0.006012314114959493,63.4
1149,K200,200,0.9998253515700739,0.0012308800815449908,119.7
1150,K200,200,0.9997937934080874,0.0021640683002450874,64.0
1151,K200,200,0.9998899271484261,0.026086837818880063,62.8
1152,K200,200,0.9998164488985385,0.0032843411516112167,63.1
1153,K200,200,0.9996650550728505,0.0013126535538702097,62.9
1154,K200,200,0.999861901721184,0.002951385413608252,63.6
1155,K200,200,0.9997950205550273,0.0001958010090694745,65.3
1156,K200,200,0.9997187364055248,0.0007105196783318472,63.1
1157,K200,200,0.9999192644923104,0.0013949097573648032,61.7
1158,K200,200,0.9999049310999967,0.0007734108388789942,61.2
1159,K200,200,0.9999645149393801,0.00034444908547397597,118.4
1160,K200,200,0.9999525988427465,0.0021547306581792907,62.2
1161,K200,200,0.9999505730911145,0.002297842762027486,62.9
1162,K200,200,0.9998985599511714,0.002064079804192573,62.3
1163,K200,200,0.9998220093243886,0.0016012554249928207,66.3
1164,K200,200,0.9997716102645761,0.0012537712365188777,62.6
1165,K200,200,0.999972004654198,0.0039480539190185245,62.2
1166,K200,200,0.999890413934695,0.0017568019313324713,61.8
1167,K200,200,0.9999293319596152,0.0049599947556878046,61.5
1168,K200,200,0.9998437979792011,0.003201518464559447,60.6
1169,K200,200,0.9999455909882774,0.002269428081095694,60.8
1170,K200,200,0.9999081650304936,0.0018385665423539146,61.4
1171,K200,200,0.999853785633023,0.002196535719075004,120.7
1172,K200,200,0.9997321327557328,0.0020031547656073644,61.2
1173,K200,200,0.9998354065873546,0.00020444924885771253,60.9
1174,K200,200,0.9999092208378966,0.0015972963685525038,62.8
1175,K200,200,0.9999999987675935,0.006247424216125849,61.5
1176,K200,200,0.9999999977008438,0.0035934744959632546,62.2
1177,K200,200,0.999999998645549,0.003927396025023879,60.4
1178,K200,200,0.9998857347125276,0.0020080844496203577,64.1
1179,K200,200,0.9998075801802738,0.0017745817889398146,63.0
1180,K200,200,0.9997348148059648,0.0014940605409309224,118.0
1181,K200,200,0.9998882297503103,0.0013359844861286492,62.2
1182,K200,200,0.999889797184395,0.0020006465221331835,61.6
1183,K200,200,0.9999125879140566,0.002625391392017118,61.6
1184,K200,200,0.9998929583118251,0.0034391054385765714,65.5
1185,K200,200,0.9999554949758283,0.001022408398247106,60.6
1186,K200,200,0.9998794430337045,0.0018809656096784655,62.9
1187,K200,200,0.9998420563862812,0.0022954379234983546,60.9
1188,K200,200,0.9996785568917232,0.000982976567632526,120.2
1189,K200,200,0.9999640034253697,0.004695720644291451,63.6
1190,K200,200,0.9999454751057746,0.001439128599497167,64.2
1191,K200,200,0.9998554368385599,0.0020390109577334836,61.7
1192,K200,200,0.9998569910889348,0.001224904793019701,62.2
1193,K200,200,0.9998423189598652,0.0010854001852752026,60.6
1194,K200,200,0.9998288249250954,0.0006770687906621719,60.6
1195,K200,200,0.9998806622404635,0.003120204183188639,60.5
1196,K200,200,0.9998302786503372,0.001095703066932051,61.2
1197,K200,200,0.9997394621026482,0.0017511122811005055,60.9
1198,K200,200,0.9997244672607815,0.0016552414746282165,118.4
1199,K200,200,0.9998373552364896,0.00038872352847880596,62.0
1200,K200,200,0.9998336412638696,0.003495632783279925,60.6
1201,K200,200,0.9999328710852787,0.0019808493576619593,62.1
1202,K200,200,0.9997332479809679,0.003395316863674159,61.0
1203,K200,200,0.9998822383126698,0.0031219836695554485,62.1
1204,K200,200,0.9999068721093455,0.0025695193529167346,61.1
1205,K200,200,0.9998038553436014,0.0034753099125128164,62.1
1206,K200,200,0.9997780754040285,0.0010334474491876407,63.1
1207,K200,200,0.9998436803722771,0.0034077428470172836,60.3
1208,K200,200,0.9998994533289686,0.004948309884348395,116.1
1209,K200,200,0.9998483430140629,0.001943999594783562,61.2
1210,K200,200,0.9998235369425683,0.005896373997063995,61.7
1211,K200,200,0.9998933284627065,0.0008324050837058162,60.6
1212,K200,200,0.9999519661741904,0.004830057273676001,63.1
1213,K200,200,0.9999127919580103,0.0033486342123213043,60.8
1214,K200,200,0.9999090484635325,0.001611198471306951,59.6
1215,K200,200,0.9999092366153354,0.0051007055967200576,60.5
1216,K200,200,0.9997622637290854,0.001736662938424996,61.1
1217,K200,200,0.9998659259190994,0.00247598448626522,61.3
1218,K200,200,0.9998906611048067,0.003431830758975379,118.4
1219,K200,200,0.99990686774359,0.0014635034558137788,63.2
1220,K200,200,0.9998691883297451,0.0010761855250363455,62.7
1221,K200,200,0.9996163986373852,0.0072156910329184785,64.0
1222,K200,200,0.9996474641360203,0.0012301251085366195,63.8
1223,K200,200,0.99970771841265,0.0005330515453385736,63.4
1224,K200,200,0.9995756035900035,0.002789640824171596,62.6
1225,K200,200,0.9996120206151514,0.004122120902120258,64.3
1226,K200,200,0.999868373357592,0.0013077041515452779,65.4
1227,K200,200,0.9998417018660214,0.0017945851813276645,62.8
1228,K200,200,0.9998321823306633,0.0006589931835319648,122.8
1229,K200,200,0.9994149568281239,0.002552454096316228,64.5
1230,K200,200,0.9996170281242635,0.0010181657942158326,63.6
1231,K200,200,0.9998657116223247,0.001588316558130776,64.9
1232,K200,200,0.9998465332543407,0.0010904400831137668,63.9
1233,K200,200,0.999711389060666,0.002406796330869044,64.8
1234,K200,200,0.9997062996714868,0.006817988678356362,65.8
1235,K200,200,0.9997151787502728,0.0014062178450827115,66.0
1236,K200,200,0.9998228700459317,0.0012151833929588914,62.7
1237,K200,200,0.9998243939000785,0.0012064159786538274,62.9
1238,K200,200,0.9999208340651927,0.0029019778976112657,117.5
1239,K200,200,0.999948940573949,0.0023141173281020487,64.1
1240,K200,200,0.9999627277252958,0.0013905438727924908,63.0
1241,K200,200,0.9998838722745722,0.0009965348553817902,63.4
1242,K200,200,0.9997420942053402,0.001987891650307416,66.2
1243,K200,200,0.9997191623508477,0.0013551835331363782,64.4
1244,K200,200,0.9997841580260972,0.002735482025854992,63.5
1245,K200,200,0.9996380939978416,0.00041718403983704455,63.0
1246,K200,200,0.9998065434101168,0.001850103698772925,65.0
1247,K200,200,0.9998978763424574,0.0021259354612344896,122.3
1248,K200,200,0.9997492492543355,0.002086504849223153,64.9
1249,K200,200,0.9997563904973532,0.002657295427983936,65.1
1250,K200,200,0.9997973944405399,0.0013901492746059066,65.0
1251,K200,200,0.9997235304279153,0.0005067773240014716,66.7
1252,K200,200,0.9996545125680565,0.0026037757382610925,63.9
1253,K200,200,0.9995904613357046,0.0014446477459992286,64.1
1254,K200,200,0.9995454170801266,0.001227307924723603,64.7
1255,K200,200,0.9995471497801632,0.0008156100521113582,64.2
1256,K200,200,0.9995866275093706,0.0008414609675237516,119.0
1257,K800,425,0.9999999927939744,0.07485475813556494,78.9
1258,K200,200,0.9998683941791595,0.0029699478365246604,64.7
1259,K200,200,0.9998537329732676,0.0005161655892446788,63.7
1260,K200,200,0.9996655373695629,0.0011392436495339293,62.4
1261,K200,200,0.999577530955666,0.000875694322486832,63.2
1262,K200,200,0.9997462918437314,0.002035446038796703,65.2
1263,K200,200,0.9996537408136787,0.0009812837048452793,62.7
1264,K200,200,0.9996873493635279,0.0024244465108647652,62.2
1265,K200,200,0.9998406795916699,0.0018522132031703706,117.3
1266,K200,200,0.9998796065856681,0.00047090225275353835,62.2
1267,K200,200,0.999940351127235,0.0021662363130249907,63.6
1268,K200,200,0.999768104482971,0.0018677690681142298,62.8
1269,K200,200,0.9998528316261563,0.0008941839076785308,61.1
1270,K200,200,0.9997911866844345,0.001594761558314848,63.4
1271,K200,200,0.9997963514136581,0.0010857210369955895,62.1
1272,K200,200,0.9995851274391601,0.00098823341756,62.0
1273,K200,200,0.9996128411015064,0.0014875143696573981,62.9
1274,K200,200,0.9996950732524461,0.0014366388474655756,118.8
1275,K200,200,0.9997462190095467,0.0026281765414630127,61.7
1276,K200,200,0.9997797014661007,0.0018462151626386623,62.2
1277,K200,200,0.9997785362118516,0.00029440417771243267,61.3
1278,K200,200,0.9998739309633228,0.0024663757840807728,62.2
1279,K200,200,0.9998830278481816,0.0007686276580991446,62.2
1280,K200,200,0.9997499570782304,0.0033460829259090203,64.7
1281,K200,200,0.999917961629546,0.0011011120281443825,61.7
1282,K200,200,0.9996044167315131,0.0012098417062920265,61.1
1283,K200,200,0.9998480607881444,0.0035840871462523515,62.5
1284,K200,200,0.9998063322797657,0.0037391033750278652,119.0
1285,K200,200,0.9998132827218805,0.0019025971902367296,62.6
1286,K200,200,0.9999328378805855,0.0018817055471568441,62.7
1287,K200,200,0.9999432443440098,0.003055351494355897,61.9
1288,K200,200,0.9998809288569729,0.0013645015119886697,62.1
1289,K200,200,0.9999210681596371,0.0007563201417147917,61.1
1290,K200,200,0.999970440648196,0.0008834121638319467,60.6
1291,K200,200,0.9999753855364947,0.0014698523906149182,60.2
1292,K200,200,0.9999629908466611,0.00044919932067378777,61.0
1293,K200,200,0.9999703453598482,0.0005386688701789989,61.5
1294,K200,200,0.999957991364486,0.001129904330168375,60.7
1295,K200,200,0.9997951900652501,0.0016463888381987072,121.5
1296,K200,200,0.9998941168491845,0.002879779828881447,61.2
1297,K200,200,0.9998959899064169,0.0029633513102590176,62.4
1298,K200,200,0.9998831204310858,0.0015926581462338218,60.5
1299,K200,200,0.9998835638251236,0.0007609741472643966,60.9
1300,K200,200,0.9999190745098142,0.001076647095819709,60.1
1301,K200,200,0.9998251061369026,0.00039053916966326187,60.7
1302,K200,200,0.9998954903525298,0.0009908760927754042,61.1
1303,K200,200,0.9998494868100484,0.0010881820929615482,63.2
1304,K200,200,0.9998927445904279,0.0022756890728455226,61.6
1305,K200,200,0.9998529651616668,0.001445193992926072,118.4
1306,K200,200,0.9999395766705481,0.0014175937784674899,60.9
1307,K200,200,0.9998668149994189,0.0023277011818275107,62.9
1308,K200,200,0.9998794552966597,0.0020101831397478873,63.2
1309,K200,200,0.9998910543536635,0.0033923335177412596,62.2
1310,K200,200,0.9998812104148982,0.002991948421121748,62.4
1311,K200,200,0.9998008685793046,0.0018235507723896468,65.1
1312,K200,200,0.9997580841677756,0.002562885561680328,63.6
1313,K200,200,0.999880383204521,0.0023550667461645284,63.5
1314,K200,200,0.99984837089078,0.0012089717606037062,64.1
1315,K200,200,0.9999226185022163,0.0017846199966506577,64.4
1316,K200,200,0.9997480487989306,0.002855936901267636,119.9
1317,K200,200,0.9995348341487335,0.001793611817493513,64.9
1318,K200,200,0.9998255016999265,0.011796618530870374,65.9
1319,K200,200,0.9998328093900691,0.0011865955551092792,65.0
1320,K200,200,0.9996924239394076,0.0012322653217002291,65.8
1321,K200,200,0.9997382707206465,0.0027277025930995983,63.8
1322,K200,200,0.9997101938100412,0.001122799212245589,65.8
1323,K200,200,0.999675008493382,0.001719915584827128,62.7
1324,K200,200,0.9997675774795564,0.001158725665609233,63.8
1325,K200,200,0.9997395604316731,0.0006705380044128159,121.0
1326,K200,200,0.9997141323077546,0.0009077296311917752,65.5
1327,K200,200,0.9997563375431424,0.0013811843598324472,64.2
1328,K200,200,0.9995478942779565,0.0014552619005321538,65.2
1329,K200,200,0.9998085215624901,0.002762931139082168,63.0
1330,K200,200,0.9997666846814189,0.002971241519835462,64.1
1331,K200,200,0.9996747860689645,0.001150236869757662,63.7
1332,K200,200,0.999879735260808,0.002730778082478696,64.4
1333,K200,200,0.9995632417967297,0.0023993229141997,63.2
1334,K200,200,0.9998368202185776,0.00237770622478878,120.4
1335,K200,200,0.9996379444316521,0.0019587300701007352,62.2
1336,K200,200,0.9996829149859312,0.0015982030923119659,63.7
1337,K200,200,0.9997954267021698,0.0020231654447247674,63.5
1338,K200,200,0.9996360391714856,0.0014203551150404553,64.9
1339,K200,200,0.9996633685964758,0.001625045125743798,64.0
1340,K200,200,0.999766038750276,0.0008162429726464812,65.0
1341,K200,200,0.999870548289667,0.0005714435864681097,64.4
1342,K200,200,0.9994903244854961,0.0011045084268599668,62.8
1343,K200,200,0.9996892947949457,0.0014975991150170903,63.8
