policy,mean_reward,mean_PR,mean_ms,action_entropy
trained,17.82278738243288,0.9805646603378707,66.12724491376879,1.3938339253680452
untrained,17.073047605645126,0.9867059159881606,129.16824289177555,0.30794140906117806
random,15.222038928942773,0.9719162837772497,99.73480408239702,1.9445287264443767
keep,-10.047677343456675,0.6879970706063572,0.5,-1.000088900581841e-12
k800,17.614500911996068,0.9932997245624279,177.99934401359738,-1.000088900581841e-12
