topology,timestep,pathopt_mlu,status
tiscali,160,564.1514343088336,Optimal
tiscali,161,559.9681814575629,Optimal
tiscali,162,553.4146319129295,Optimal
tiscali,163,549.8962886636934,Optimal
tiscali,164,547.3699216149108,Optimal
tiscali,165,539.3282466541643,Optimal
tiscali,166,543.4871402913886,Optimal
tiscali,167,538.3331784682548,Optimal
tiscali,168,539.234535656043,Optimal
tiscali,169,536.936806418683,Optimal
tiscali,170,537.0402530323521,Optimal
tiscali,171,538.4847256227309,Optimal
tiscali,172,542.1194774454339,Optimal
tiscali,173,548.9330571087951,Optimal
tiscali,174,551.8144693894958,Optimal
tiscali,175,555.6748296911098,Optimal
tiscali,176,563.0806371688846,Optimal
tiscali,177,579.4189802169803,Optimal
tiscali,178,585.8910301208498,Optimal
tiscali,179,582.5246377944948,Optimal
tiscali,180,606.4313663482669,Optimal
tiscali,181,607.8584775924685,Optimal
tiscali,182,625.122211456299,Optimal
tiscali,183,633.9579349517828,Optimal
tiscali,184,656.3196380615236,Optimal
tiscali,185,669.0253444671634,Optimal
tiscali,186,701.8240533828738,Optimal
tiscali,187,725.2772033691409,Optimal
tiscali,188,743.7816101074227,Optimal
tiscali,189,761.4259704589847,Optimal
tiscali,190,774.8517478942875,Optimal
tiscali,191,805.0003669738774,Optimal
tiscali,192,832.9644760131841,Optimal
tiscali,193,835.9744033813483,Optimal
tiscali,194,860.6135330200199,Optimal
tiscali,195,872.0556503295902,Optimal
tiscali,196,885.2878486633308,Optimal
tiscali,197,907.5906074523937,Optimal
tiscali,198,936.951672363282,Optimal
tiscali,199,920.3602767944342,Optimal
tiscali,200,930.5348999023441,Optimal
tiscali,201,914.5963737487797,Optimal
tiscali,202,925.6963142395028,Optimal
tiscali,203,905.582712554932,Optimal
tiscali,204,926.7545562744144,Optimal
tiscali,205,909.0298156738285,Optimal
tiscali,206,900.7434936176845,Optimal
tiscali,207,898.081469137204,Optimal
tiscali,208,918.8107582092289,Optimal
tiscali,209,920.3478584289554,Optimal
tiscali,210,920.3149497985851,Optimal
tiscali,211,919.7800147316855,Optimal
tiscali,212,925.547665127843,Optimal
tiscali,213,924.8608921744678,Optimal
tiscali,214,923.6883419036889,Optimal
tiscali,215,931.921019744881,Optimal
tiscali,216,929.9413675828491,Optimal
tiscali,217,924.8382987976408,Optimal
tiscali,218,923.659231740816,Optimal
tiscali,219,920.5727387516068,Optimal
tiscali,220,917.1669528961389,Optimal
tiscali,221,907.5895207145152,Optimal
tiscali,222,903.3439540516316,Optimal
tiscali,223,900.1240067916481,Optimal
tiscali,224,885.0906097758976,Optimal
tiscali,225,879.7038462552255,Optimal
tiscali,226,867.9146884225102,Optimal
tiscali,227,859.2460892417257,Optimal
tiscali,228,854.1035775618366,Optimal
tiscali,229,840.8408485065868,Optimal
tiscali,230,825.8619937896744,Optimal
tiscali,231,819.7442495519696,Optimal
tiscali,232,811.7265157873101,Optimal
tiscali,233,810.808364556067,Optimal
tiscali,234,805.2011229428772,Optimal
tiscali,235,793.0136902202473,Optimal
tiscali,236,785.4321660475334,Optimal
tiscali,237,776.3871970090029,Optimal
tiscali,238,770.1033380335076,Optimal
tiscali,239,753.2315645391639,Optimal
tiscali,240,743.5900048689563,Optimal
tiscali,241,731.3851885709012,Optimal
tiscali,242,720.8201482946255,Optimal
tiscali,243,702.5929319901916,Optimal
tiscali,244,688.9379221829643,Optimal
tiscali,245,675.9124599977242,Optimal
tiscali,246,657.8674385765108,Optimal
tiscali,247,641.1621684334767,Optimal
tiscali,248,631.0072715065728,Optimal
tiscali,249,611.3346342953776,Optimal
tiscali,250,605.348421235526,Optimal
tiscali,251,582.2287470037315,Optimal
tiscali,252,570.7575959812688,Optimal
tiscali,253,561.876566123983,Optimal
tiscali,254,540.683529715106,Optimal
tiscali,255,529.7572252273604,Optimal
tiscali,256,524.6952680761249,Optimal
tiscali,257,518.4177286720283,Optimal
tiscali,258,511.41090583801525,Optimal
tiscali,259,508.85998278531713,Optimal
tiscali,260,506.50753179550236,Optimal
tiscali,261,503.2673706436164,Optimal
tiscali,262,501.6462021741116,Optimal
tiscali,263,500.67383483540004,Optimal
tiscali,264,496.792133920845,Optimal
tiscali,265,493.9648902199522,Optimal
tiscali,266,499.25020970438726,Optimal
tiscali,267,501.65100962899186,Optimal
tiscali,268,501.5144616213802,Optimal
tiscali,269,506.1294994701046,Optimal
tiscali,270,510.27775689906184,Optimal
tiscali,271,517.2201311631737,Optimal
tiscali,272,521.9547607421877,Optimal
tiscali,273,534.8371372222902,Optimal
tiscali,274,537.1868334683573,Optimal
tiscali,275,541.6825368881231,Optimal
tiscali,276,563.7920877456668,Optimal
tiscali,277,556.8914741169339,Optimal
tiscali,278,580.838280487061,Optimal
tiscali,279,590.4765150070192,Optimal
tiscali,280,619.2932395935063,Optimal
tiscali,281,623.4758872985844,Optimal
tiscali,282,637.0410921096807,Optimal
tiscali,283,657.1560403823856,Optimal
tiscali,284,673.0026916503913,Optimal
tiscali,285,698.6503654480039,Optimal
tiscali,286,717.6896820068362,Optimal
tiscali,287,739.4275962829591,Optimal
tiscali,288,750.8573017120365,Optimal
tiscali,289,776.5224723815925,Optimal
tiscali,290,782.7421222686777,Optimal
tiscali,291,805.398897552491,Optimal
tiscali,292,811.7522544860847,Optimal
tiscali,293,817.1354949951175,Optimal
tiscali,294,818.8124191284187,Optimal
tiscali,295,834.4969978332523,Optimal
tiscali,296,835.9995597839358,Optimal
tiscali,297,825.4234504699713,Optimal
tiscali,298,855.3137886047373,Optimal
tiscali,299,838.995057678223,Optimal
tiscali,300,832.5308128356937,Optimal
tiscali,301,823.3441337238683,Optimal
tiscali,302,825.9482460021982,Optimal
tiscali,303,822.5502947027071,Optimal
tiscali,304,823.2279508071075,Optimal
tiscali,305,833.109873511619,Optimal
tiscali,306,837.4060951232914,Optimal
tiscali,307,838.9905076113753,Optimal
tiscali,308,836.1082794189455,Optimal
tiscali,309,837.9547920573884,Optimal
tiscali,310,837.03633398577,Optimal
tiscali,311,836.4479931224521,Optimal
tiscali,312,836.4158833243707,Optimal
tiscali,313,831.1728544755442,Optimal
tiscali,314,834.7203582763738,Optimal
tiscali,315,826.8339932181676,Optimal
tiscali,316,825.8433604500924,Optimal
tiscali,317,818.6404839255604,Optimal
tiscali,318,819.8005454670334,Optimal
tiscali,319,810.1157417297462,Optimal
tiscali,320,803.728103117525,Optimal
tiscali,321,792.2706746881717,Optimal
tiscali,322,782.5055419575368,Optimal
tiscali,323,774.4328287645652,Optimal
tiscali,324,763.9881026875098,Optimal
tiscali,325,761.3157194657939,Optimal
tiscali,326,744.9078095522909,Optimal
tiscali,327,733.1210016424022,Optimal
tiscali,328,734.6779669675016,Optimal
tiscali,329,724.6771415710463,Optimal
tiscali,330,717.9209152568588,Optimal
tiscali,331,714.478572672082,Optimal
tiscali,332,706.2873017397817,Optimal
tiscali,333,700.7545813127063,Optimal
tiscali,334,685.5525982943456,Optimal
tiscali,335,676.6186590715166,Optimal
tiscali,336,668.7167802984084,Optimal
tiscali,337,653.7485483516363,Optimal
tiscali,338,643.1489429127284,Optimal
tiscali,339,636.587644889141,Optimal
tiscali,340,619.0839165080897,Optimal
tiscali,341,602.0596564206301,Optimal
tiscali,342,593.437311172486,Optimal
tiscali,343,577.7077067982077,Optimal
tiscali,344,566.7383653294081,Optimal
tiscali,345,548.808407887547,Optimal
tiscali,346,542.0730476206088,Optimal
tiscali,347,523.9406315023264,Optimal
tiscali,348,508.1335421995817,Optimal
tiscali,349,499.051950610777,Optimal
tiscali,350,486.18145304593247,Optimal
tiscali,351,476.0334517565654,Optimal
tiscali,352,471.3829072570852,Optimal
tiscali,353,468.53248263272417,Optimal
tiscali,354,462.27707706505623,Optimal
tiscali,355,458.13605832188824,Optimal
tiscali,356,453.4772456949428,Optimal
tiscali,357,454.9431284471102,Optimal
tiscali,358,447.7983009165188,Optimal
tiscali,359,449.78021396290353,Optimal
tiscali,360,447.57964397777295,Optimal
tiscali,361,448.7123086755936,Optimal
tiscali,362,447.85449617386047,Optimal
tiscali,363,448.2576423991841,Optimal
tiscali,364,451.9228121498007,Optimal
tiscali,365,455.8829507827762,Optimal
tiscali,366,454.88361077743076,Optimal
tiscali,367,467.0547119140626,Optimal
tiscali,368,468.87634357106816,Optimal
tiscali,369,471.9569368189873,Optimal
tiscali,370,479.7617581974745,Optimal
tiscali,371,492.39628505706816,Optimal
tiscali,372,494.4136568069459,Optimal
tiscali,373,500.61394023895417,Optimal
tiscali,374,506.5340091705376,Optimal
tiscali,375,519.9085853576671,Optimal
tiscali,376,543.4304103851321,Optimal
tiscali,377,562.6023582458502,Optimal
tiscali,378,573.8218801498417,Optimal
tiscali,379,594.5980159759524,Optimal
tiscali,380,619.415899658204,Optimal
tiscali,381,622.7830202102663,Optimal
tiscali,382,646.2186111450197,Optimal
tiscali,383,661.6238536834719,Optimal
tiscali,384,684.6261718750054,Optimal
tiscali,385,699.630722045899,Optimal
tiscali,386,708.1268966674809,Optimal
tiscali,387,713.154183197022,Optimal
tiscali,388,734.3444099426272,Optimal
tiscali,389,733.9888885498049,Optimal
tiscali,390,738.1118164062503,Optimal
tiscali,391,755.4869155883791,Optimal
tiscali,392,745.19811706543,Optimal
tiscali,393,748.7174247741701,Optimal
tiscali,394,755.9276420593264,Optimal
tiscali,395,742.389636230469,Optimal
tiscali,396,752.8555068969729,Optimal
tiscali,397,738.4922665682728,Optimal
tiscali,398,740.8530196797667,Optimal
tiscali,399,740.1235778808596,Optimal
