topology,timestep,pathopt_mlu,status
geant,0,0.0,Optimal
geant,1,0.0,Optimal
geant,2,0.14621781924466293,Optimal
geant,3,0.1309640790847441,Optimal
geant,4,0.1330254399242502,Optimal
geant,5,0.1314288479777674,Optimal
geant,6,0.13288727382322155,Optimal
geant,7,0.13217664040089008,Optimal
geant,8,0.1301827006767194,Optimal
geant,9,0.12995261311170958,Optimal
geant,10,0.12259239859392405,Optimal
geant,11,0.13283384773768875,Optimal
geant,12,0.1283005949070367,Optimal
geant,13,0.13057683699885383,Optimal
geant,14,0.12786312959734358,Optimal
geant,15,0.1265023983652707,Optimal
geant,16,0.12640776978060606,Optimal
geant,17,0.12217986316047612,Optimal
geant,18,0.11961876237400966,Optimal
geant,19,0.12041757299080494,Optimal
geant,20,0.12036038700793288,Optimal
geant,21,0.11715783381114406,Optimal
geant,22,0.11924157088398936,Optimal
geant,23,0.118835099340595,Optimal
geant,24,0.11969560996316728,Optimal
geant,25,0.11868348020662865,Optimal
geant,26,0.11743036868280424,Optimal
geant,27,0.11942038968120085,Optimal
geant,28,0.12294275361561449,Optimal
geant,29,0.12443553768759594,Optimal
geant,30,0.1211444431208482,Optimal
geant,31,0.11730293451737768,Optimal
geant,32,0.11512754857304199,Optimal
geant,33,0.1177643673204817,Optimal
geant,34,0.11891295610014352,Optimal
geant,35,0.1157621130095174,Optimal
geant,36,0.11560514376503415,Optimal
geant,37,0.11393814456400773,Optimal
geant,38,0.11110449409253585,Optimal
geant,39,0.10806085557993506,Optimal
geant,40,0.10616113719940963,Optimal
geant,41,0.1054633967603324,Optimal
geant,42,0.10479142472785125,Optimal
geant,43,0.10716225458899668,Optimal
geant,44,0.10469729772335463,Optimal
geant,45,0.1019138647381779,Optimal
geant,46,0.10065128069733038,Optimal
geant,47,0.10145644811332272,Optimal
geant,48,0.09995078433109447,Optimal
geant,49,0.09813383682475738,Optimal
geant,50,0.09667134308925986,Optimal
geant,51,0.09532352550589325,Optimal
geant,52,0.09624682927237979,Optimal
geant,53,0.0938250105618965,Optimal
geant,54,0.09475550119397813,Optimal
geant,55,0.0947159227980689,Optimal
geant,56,0.09349362188500042,Optimal
geant,57,0.09194939040945223,Optimal
geant,58,0.09269177469713616,Optimal
geant,59,0.09373783081856092,Optimal
geant,60,0.09642448858938492,Optimal
geant,61,0.09795802026983973,Optimal
geant,62,0.09878844055730542,Optimal
geant,63,0.10143691303425781,Optimal
geant,64,0.1035139550824029,Optimal
geant,65,0.10454186881299443,Optimal
geant,66,0.10432967136322213,Optimal
geant,67,0.10568920179462685,Optimal
geant,68,0.11170171721687852,Optimal
geant,69,0.11348800378031265,Optimal
geant,70,0.1171116025812305,Optimal
geant,71,0.11813792230772478,Optimal
geant,72,0.121734098855701,Optimal
geant,73,0.12882661046975608,Optimal
geant,74,0.13230706459327293,Optimal
geant,75,0.13235706896831592,Optimal
geant,76,0.13050471222524848,Optimal
geant,77,0.13044480833172958,Optimal
geant,78,0.13443448363939928,Optimal
geant,79,0.13459855543362606,Optimal
geant,80,0.13683582558880253,Optimal
geant,81,0.13793534947478137,Optimal
geant,82,0.14022114828688406,Optimal
geant,83,0.1398723726012007,Optimal
geant,84,0.1422182440246146,Optimal
geant,85,0.14142146828498225,Optimal
geant,86,0.13802800256858275,Optimal
geant,87,0.13876169199899696,Optimal
geant,88,0.13995084792027873,Optimal
geant,89,0.1400428967833523,Optimal
geant,90,0.13971065274762615,Optimal
geant,91,0.13984258056672602,Optimal
geant,92,0.13521982797509996,Optimal
geant,93,0.13471036391506602,Optimal
geant,94,0.13629652030679087,Optimal
geant,95,0.13546078771160305,Optimal
geant,96,0.13736711700723214,Optimal
geant,97,0.13586389281459468,Optimal
geant,98,0.13282231808238823,Optimal
geant,99,0.13398807292100984,Optimal
geant,100,0.1296270420177452,Optimal
geant,101,0.1288785728239144,Optimal
geant,102,0.1298723171852219,Optimal
geant,103,0.13134963472987696,Optimal
geant,104,0.12471751971778774,Optimal
geant,105,0.12819986319770105,Optimal
geant,106,0.1263414310158308,Optimal
geant,107,0.12354383064337703,Optimal
geant,108,0.12272359793266906,Optimal
geant,109,0.12359275299239289,Optimal
geant,110,0.11950642706037425,Optimal
geant,111,0.11843408702118914,Optimal
geant,112,0.1211343704980798,Optimal
geant,113,0.12102624399755152,Optimal
geant,114,0.11999229499020928,Optimal
geant,115,0.12057629025457427,Optimal
geant,116,0.12143987642139352,Optimal
geant,117,0.12045124503304255,Optimal
geant,118,0.12254176681754184,Optimal
geant,119,0.11885245299777016,Optimal
geant,120,0.11690151880809185,Optimal
geant,121,0.12207230596959515,Optimal
geant,122,0.11920358416240588,Optimal
geant,123,0.11688723461867974,Optimal
geant,124,0.11778561657772711,Optimal
geant,125,0.11475564244990628,Optimal
geant,126,0.10883496220515419,Optimal
geant,127,0.10871926052744191,Optimal
geant,128,0.10635609447894002,Optimal
geant,129,0.10635653573973104,Optimal
geant,130,0.10759580266145835,Optimal
geant,131,0.10635933403644401,Optimal
geant,132,0.10445242536984545,Optimal
geant,133,0.10453252809649957,Optimal
geant,134,0.10534197812700491,Optimal
geant,135,0.10207871735192214,Optimal
geant,136,0.10218564302061375,Optimal
geant,137,0.10011150142075514,Optimal
geant,138,0.09942752033577612,Optimal
geant,139,0.0961644027017678,Optimal
geant,140,0.09624833735976525,Optimal
geant,141,0.09064057661923582,Optimal
geant,142,0.08939772931862021,Optimal
geant,143,0.08858754813366884,Optimal
geant,144,0.08977352690339128,Optimal
geant,145,0.08820587784003778,Optimal
geant,146,0.08757294151082946,Optimal
